time,speed,vspeed,pitch,roll,coll,rot
05:57:01,0.0460319872895607,0.0458972302795431,0,0,0,0.00337697669363545
05:57:02,0.0121675182862903,0.00247797806876093,0,0,0,0.00286395024002394
05:57:03,0.0119991929447959,-0.00690914269767973,0,0,0,0.00362764757714542
05:57:04,0.00421626843053691,-0.00410642131540584,0,0,0,0.00296474690391103
05:57:05,0.00492528280531938,0.00283569215859814,0,0,0,0.003598707559032
05:57:06,0.00539910449908183,-0.00405017378221118,0,0,0,0.00445170068530808
05:57:07,0.0052034012669521,-0.00493251423530694,0,0,0,0.00392002012305057
05:57:08,0.0031954733716246,-0.00228863810058044,0,0,0,0.00351846862775485
05:57:09,0.00609020513353468,-0.0035657250685901,0,0,0,0.00500932318679581
05:57:10,0.000703223719752085,0.000639459363689809,0,0,0,0.00328401174669969
05:57:11,0.00628951929565527,-0.00450967253790679,0,0,0,0.00441431743803841
05:57:12,0.00340668563620645,-0.001351603597044,0,0,0,0.00640502379420418
05:57:13,0.00508546862476522,-0.00197222595033253,0,0,2,0.00783586421138381
05:57:14,0.0602820171176951,-0.0334711400143277,0,0,9,0.00249341006191979
05:57:15,0.0143725123621101,0.0113179861539194,0,0,9,0.00284452067533095
05:57:16,0.00890412482073235,0.00655228574464672,0,0,9,0.00283541892969702
05:57:17,0.0070739160816436,0.00549881729036628,0,0,9,0.00133285563228649
05:57:18,0.00789509008941194,0.00247792703623162,0,0,9,0.00657384361595408
05:57:19,0.00640204310775695,0.00435903551650085,0,0,9,0.0109023280121445
05:57:20,0.00757255144940479,0.00473885557040887,0,0,9,0.010455383944332
05:57:21,0.00895946383581209,0.00335364921060943,0,0,9,0.00361369948288716
05:57:22,0.0062203667882774,0.00363352563051222,0,0,9,0.00771485763679303
05:57:23,0.00932285965574492,0.00395049198294828,0,0,9,0.010369145231267
05:57:24,0.220546307889624,0.219615897608051,0,0,9,0.0405918956278156
05:57:25,0.387423028765856,0.191088485330184,0,0,10,0.0745007042514033
05:57:26,0.71940822968729,0.282047725128294,0,0,10,0.0465745318760997
05:57:27,0.784038506510069,0.334403103628574,0,0,10,0.0127714986097428
05:57:28,0.895791777652438,0.350393354280868,0,0,10,0.00999305717014764
05:57:29,1.0525706765187,0.28101496186946,0,0,10,0.0707635751640714
05:57:30,1.02814051784215,0.435818402740665,0,0,10,0.0309580587518981
05:57:31,0.859633550260935,0.452720257736061,0,0,10,0.0749011211019512
05:57:32,0.621292878890853,0.444468900890115,0,0,10,0.0699471329376356
05:57:33,0.692863859700503,0.408869958148827,0,0,10,0.0231298259672867
05:57:34,0.871129575999833,0.458613181170264,0,0,10,0.00921606066013994
05:57:35,0.957895161622674,0.453321846657644,0,0,10,0.0456015087440777
05:57:36,0.990734273600682,0.486788756511416,0,0,10,0.0450973960901221
05:57:37,1.36364086485924,0.478798108368494,0,0,10,0.147618770239846
05:57:38,1.27909697301595,0.559509497602562,0,0,10,0.0781484011040617
05:57:39,1.01729903821527,0.576407486649188,0,0,10,0.132122026134842
05:57:40,0.885579300939838,0.622342058516921,0,0,10,0.281695313265132
05:57:41,0.775846580754557,0.394158908223247,0,0,10,0.321198093626549
05:57:42,0.94332443828497,0.503292658570281,0,0,10,0.314183406621237
05:57:43,0.966191627075065,0.541987608760166,0,0,10,0.294491964041063
05:57:44,1.05639166180094,0.567737537331283,0,0,10,0.114656315227335
05:57:45,1.01625923560633,0.608959144919169,0,0,10,0.0466385113791431
05:57:46,0.828685751619103,0.435445077077588,0,0,10,0.102894234697952
05:57:47,1.01916179674892,0.531847942935698,0,0,10,0.0229127651874995
05:57:48,1.16202333161249,0.533419274384599,0,0,10,0.0622845655320434
05:57:49,1.0061334025902,0.596883924540315,0,0,10,0.0563200090045421
05:57:50,1.0737571913425,0.56944275285688,0,0,10,0.0390690549920434
05:57:51,1.86210911382856,0.396175561610221,0,0,10,0.0134136626239418
05:57:52,2.87764356666499,0.365534087063473,0,0,10,0.0926771572283176
05:57:53,3.50112170770283,0.361258207106822,0,0,10,0.0122116216555061
05:57:54,4.03318265343556,0.231768578427697,0,0,10,0.00926787787650536
05:57:55,4.63653699909496,0.39422023264445,0,0,10,0.0355157477620927
05:57:56,5.16878600334997,0.216826102630826,0,0,10,0.0179691983603322
05:57:57,5.77707172852474,0.195696086957412,0,0,10,0.0344704878549251
05:57:58,6.36328338998615,0.128661969955466,0,0,10,0.0587965474777985
05:57:59,6.91538001681313,0.0290126757325808,0,0,10,0.0442761437512914
05:58:00,7.45286977169266,0.0823141142423509,0,0,10,0.163268402810448
05:58:01,8.02788626329979,-0.108421347106201,0,0,10,0.0782748347088317
05:58:02,8.61920545046483,-0.0658016601858122,0,0,10,0.0344122751237921
05:58:03,9.15900291958306,-0.0322786170566118,0,0,10,0.0278382613224581
05:58:04,9.63140890940201,-0.0832144625333129,0,0,10,0.0537586424687222
05:58:05,10.0055631731632,0.0226172599241252,0,-0.0480000041425228,10,0.108187405758473
05:58:06,10.1944163946811,0.150179136534582,0,-0.0899999588727951,10,0.189281459314249
05:58:07,10.4108281592456,0.0332110230074392,0,-0.0899999588727951,10,0.0512946908611948
05:58:08,10.5705044888927,0.219299163279786,0,-0.0899999588727951,10,0.0459018705666645
05:58:09,10.4911952683912,0.66121816756057,0,-0.129999905824661,10,0.0610715233476729
05:58:10,10.4684015847869,0.0209486210913994,0,-0.129999905824661,10,0.174329928270581
05:58:11,10.7148663942574,-0.0628342638391786,0,-0.129999905824661,10,0.0357710150541744
05:58:12,10.9596304959362,-0.0539531724000852,0,-0.129999905824661,10,0.0344443516123818
05:58:13,11.1255919435359,-0.0306350700972331,0,-0.129999905824661,10,0.14173671309669
05:58:14,11.2122894296931,0.197838003412294,0,-0.0979999452829361,10,0.0681159742428298
05:58:15,11.0198980486731,0.601358007240677,-0.0580000057816505,-0.115999914705753,10,0.0578581259774065
05:58:16,10.5767451409023,0.890984160970234,-0.0899999588727951,-0.115999914705753,10,0.20752275629934
05:58:17,10.2815914063265,0.637262871794036,-0.0899999588727951,-0.115999914705753,10,0.0783478085348213
05:58:18,10.3791865760468,0.146654415706308,-0.0899999588727951,-0.115999914705753,10,0.0588336315034372
05:58:19,10.8749803687686,-0.159731185230612,-0.0899999588727951,-0.115999914705753,10,0.0295654337093414
05:58:20,11.370278351646,-0.198855536802846,-0.0899999588727951,-0.115999914705753,10,0.0632710717139471
05:58:21,11.6141703107785,-0.0152010696134326,-0.0899999588727951,-0.115999914705753,10,0.0686211425061522
05:58:22,11.8544307656466,0.0495028509900948,-0.0899999588727951,-0.115999914705753,10,0.040319309667079
05:58:23,12.097517022792,0.0731360371363721,-0.0899999588727951,-0.115999914705753,10,0.0192267484791039
05:58:24,12.4294381823037,-0.0859018082177911,-0.0899999588727951,-0.115999914705753,10,0.0212674849040134
05:58:25,12.8504310030677,-0.227800843014116,-0.0899999588727951,-0.115999914705753,10,0.0388816695680115
05:58:26,13.3869889970899,-0.346616101964884,-0.0739999860525131,-0.115999914705753,10,0.036458558544282
05:58:27,13.9345867182133,-0.39645951026796,-0.0739999860525131,-0.115999914705753,10,0.0336801200429315
05:58:28,14.3741730282119,-0.286492269085812,-0.0739999860525131,-0.115999914705753,10,0.0730485604455451
05:58:29,14.8085059378007,-0.316195486402684,-0.0739999860525131,-0.115999914705753,10,0.0199798247995876
05:58:30,15.2008057222533,-0.342221981537421,-0.0739999860525131,-0.115999914705753,10,0.0125629283577004
05:58:31,15.5898350236207,-0.34178343478392,-0.0739999860525131,-0.115999914705753,10,0.0624800946158107
05:58:32,15.8975360079753,-0.236284228140221,-0.0739999860525131,-0.115999914705753,10,0.0249736376946249
05:58:33,16.1682564864345,-0.207546001336588,-0.0739999860525131,-0.115999914705753,10,0.0132383697567368
05:58:34,16.3543389296623,-0.017765350593919,-0.0739999860525131,-0.115999914705753,10,0.0155194710070281
05:58:35,16.4677312472694,0.0336898767533498,-0.0739999860525131,-0.115999914705753,10,0.0386163350455174
05:58:36,16.5895472956469,0.0126194437104772,-0.0879999622702599,-0.115999914705753,10,0.0279520604779316
05:58:37,16.7390689341646,-0.0566354065256789,-0.0899999588727951,-0.115999914705753,10,0.0436336378521415
05:58:38,16.9247171929636,-0.124602281328343,-0.0899999588727951,-0.115999914705753,10,0.0919951850340184
05:58:39,17.0936146520151,-0.146142655677252,-0.0899999588727951,-0.115999914705753,10,0.0765212522492014
05:58:40,17.242948727371,-0.171539268121272,-0.0899999588727951,-0.115999914705753,10,0.0332146080078649
05:58:41,17.3542254075728,-0.0620367739908119,-0.0899999588727951,-0.115999914705753,10,0.0244059304090575
05:58:42,17.389514614591,0.0541554647367803,-0.0899999588727951,-0.115999914705753,10,0.05289356039747
05:58:43,17.4351185167247,0.116328944570988,-0.0899999588727951,-0.115999914705753,10,0.0623945767669157
05:58:44,17.4898139944517,0.212308460252039,-0.0899999588727951,-0.115999914705753,10,0.0772007542429982
05:58:45,17.5128326442462,0.272720291587397,-0.0899999588727951,-0.115999914705753,10,0.066565488677356
05:58:46,17.5532579538279,-0.00322625481614125,-0.0899999588727951,-0.115999914705753,10,0.0607896204261616
05:58:47,17.6379935262572,-0.047034798131115,-0.0899999588727951,-0.115999914705753,10,0.0311634592182075
05:58:48,17.6941036546756,0.0479430724981853,-0.0899999588727951,-0.115999914705753,10,0.0587699656096411
05:58:49,17.7053319753358,0.200296892270934,-0.0899999588727951,-0.115999914705753,10,0.0687556136853715
05:58:50,17.7147297415748,0.18656722032857,-0.0899999588727951,-0.115999914705753,10,0.0237700987000289
05:58:51,17.7482228194271,0.0301545188343439,-0.0899999588727951,-0.115999914705753,10,0.0168083887691303
05:58:52,17.8577392526307,-0.156115974402752,-0.0899999588727951,-0.115999914705753,10,0.0125139376431684
05:58:53,17.9872229499511,-0.220954688046184,-0.0899999588727951,-0.115999914705753,10,0.0290486016114599
05:58:54,18.1143015151223,-0.0673006724587282,-0.0899999588727951,-0.115999914705753,10,0.0282930003056274
05:58:55,18.1269885447831,0.133249636030811,-0.0899999588727951,-0.115999914705753,10,0.0712173809540813
05:58:56,18.085458917939,0.335571482675064,-0.0899999588727951,-0.115999914705753,10,0.0274894694239601
